Trieda CK;èíslo CK;identifikaèné èíslo DC;ID èíslo mostu;evidenèné èíslo - staré;stavebnı stav;správca DC (z aplikácie mosty);vlastnik DC (z aplikácie mosty);druh konštrukcie;materiál DC;zaaite¾nos normálna;zaaite¾nost vıhradná;zaaite¾nos vınimoèná;spôsob stanovenia;predmet premostenia;Kraj (CK);Okres (CK);Spravca (CK);LongitudeE;LatitudeN;VyskaH
cesta III. triedy;050090;M3025.01;M3025;001;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı elezobetón;48;86;360;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Zvolen;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;19.2873306800;48.5981617630;386.048500
cesta III. triedy;050092;M851.01;M851;001;Ve¾mi dobrı;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı predpätı betón;35;79;179;;Vodnı tok;Banskobystrickı kraj;iar nad Hronom;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;18.9016347370;48.5881558320;260.761499
cesta III. triedy;050092;M886.01;M886;001B;Ve¾mi zlı;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;5;9;101;odhadom;Vodnı tok;Banskobystrickı kraj;iar nad Hronom;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;18.9497618310;48.5880648880;262.668000
cesta III. triedy;050092;M6346.01;M6346;002;Uspokojivı;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;9;29;252;odhadom;Vodnı tok;Banskobystrickı kraj;iar nad Hronom;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;18.9536111600;48.5880895870;264.685500
cesta III. triedy;050092;M4224.01;M4224;003;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;13;40;350;odhadom;Vodnı tok;Banskobystrickı kraj;iar nad Hronom;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;18.9553067830;48.5875547220;263.077499
cesta III. triedy;050092;M3821.01;M3821;004;Zlı;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;Banskobystrickı samosprávny kraj;klenbová;monolitickı elezobetón;30;77;235;pod¾a tabuliek;Kanál;Banskobystrickı kraj;iar nad Hronom;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;18.9708222380;48.5846124540;263.479000
cesta III. triedy;050092;M5143.01;M5143;005;Uspokojivı;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;Banskobystrickı samosprávny kraj;trámová;monolitickı elezobetón;28;38;147;odhadom;eleznica;Banskobystrickı kraj;iar nad Hronom;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;18.9716064970;48.5844700030;265.766749
cesta III. triedy;050092;M6838.01;M6838;006;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;13;40;350;odhadom;Vodnı tok;Banskobystrickı kraj;iar nad Hronom;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;18.9735961840;48.5843860740;273.482749
cesta III. triedy;050092;M4725.01;M4725;007;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;13;40;350;odhadom;Vodnı tok;Banskobystrickı kraj;iar nad Hronom;Banskobystrická regionálna správa ciest, a.s., závod 16 iar nad Hronom;18.9859582630;48.5817630750;264.792499
cesta III. triedy;050092;M2141.01;M2141;008;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;24;44;198;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Zvolen;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;18.9979324550;48.5713164510;267.197000
cesta III. triedy;050094;M4486.01;M4486;001;Ve¾mi dobrı;Banskobystrická regionálna správa ciest, a.s., závod 14 Ve¾kı Krtíš;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;32;80;196;projektovaná;Vodnı tok;Banskobystrickı kraj;Ve¾kı Krtíš;Banskobystrická regionálna správa ciest, a.s., závod 14 Ve¾kı Krtíš;19.4106062100;48.3308469920;255.103499
cesta III. triedy;050096;M140.01;M140;001;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı predpätı betón;30;62;122;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Detva;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;19.3542101160;48.5417765760;358.904999
cesta III. triedy;050097;M4785.01;M4785;002;Uspokojivı;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;18;41;119;porovnávací vıpoèet;Vodnı tok;Banskobystrickı kraj;Detva;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;19.3296008490;48.5597107400;351.781499
cesta III. triedy;050097;M682.01;M682;003;Uspokojivı;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı elezobetón;32;80;196;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Detva;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;19.3367319950;48.5863537530;389.146500
cesta III. triedy;050097;M2015.01;M2015;004;Uspokojivı;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;Banskobystrickı samosprávny kraj;trámová;monolitickı elezobetón;20;20;137;odhadom;Záplavové územie;Banskobystrickı kraj;Detva;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;19.3416681090;48.5942453740;405.440000
cesta III. triedy;050097;M5821.01;M5821;005;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;Banskobystrickı samosprávny kraj;trámová;monolitickı elezobetón;20;20;137;odhadom;Záplavové územie;Banskobystrickı kraj;Detva;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;19.3566728320;48.6055503470;462.365500
cesta III. triedy;050098;M4242.01;M4242;002;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;Banskobystrickı samosprávny kraj;trámová;prefabrikovanı predpätı betón;30;64;124;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Detva;Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen;19.4064555740;48.5351768220;376.187250
cesta III. triedy;050099;M2216.01;M2216;001;Ve¾mi dobrı;Správa ciest Košického samosprávneho kraja, Správa a údrba Michalovce;Košickı samosprávny kraj;dosková;monolitickı elezobetón;26;33;145;odhadom;Vodnı tok;Košickı kraj;Sobrance;Správa ciest Košického samosprávneho kraja, Správa a údrba Michalovce;22.2627574130;48.6626664950;120.589999
cesta III. triedy;050100;M570.01;M570;001;Ve¾mi dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;rámová;prefabrikovanı elezobetón;50;119;364;projektovaná;;Banskobystrickı kraj;Detva;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4807539020;48.5120408720;367.148499
cesta III. triedy;050100;M7683.01;M7683;002;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;33;56;417;odhadom;Vodnı tok;Banskobystrickı kraj;Detva;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4754603680;48.5131331920;374.392500
cesta III. triedy;050100;M3825.01;M3825;003;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı elezobetón;35;66;317;projektovaná;Vodnı tok;Banskobystrickı kraj;Detva;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4720475890;48.5140535320;382.709499
cesta III. triedy;050100;M6299.01;M6299;005;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı elezobetón;36;67;337;projektovaná;Vodnı tok;Banskobystrickı kraj;Detva;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4679704080;48.5158408550;387.968999
cesta III. triedy;050100;M1600.01;M1600;007;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı elezobetón;35;97;392;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Detva;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4643222820;48.5157526010;397.351750
cesta III. triedy;050100;M2068.01;M2068;008;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;3;8;44;odhadom;Vodnı tok;Banskobystrickı kraj;Detva;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4629910910;48.5157476330;404.004000
cesta III. triedy;050101;M602.01;M602;001;Ve¾mi dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı predpätı betón;48;99;324;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Detva;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.5004748510;48.5190516820;367.265249
cesta III. triedy;050102;M5347.01;M5347;002;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı elezobetón;8;12;72;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.5075782240;48.4827194390;311.962000
cesta III. triedy;050103;M2036.01;M2036;002;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı elezobetón;33;76;332;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.5351433740;48.4494678400;267.864000
cesta III. triedy;050103;M3165.01;M3165;003;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;25;38;315;odhadom;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.5339453240;48.4494983760;267.907500
cesta III. triedy;050103;M5917.01;M5917;004;Ve¾mi dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;rámová;prefabrikovanı elezobetón;50;71;420;projektovaná;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.5284168170;48.4473744520;274.286749
cesta III. triedy;050103;M3595.01;M3595;005;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı elezobetón;34;65;269;projektovaná;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.5206843100;48.4438393380;291.907000
cesta III. triedy;050103;M3533.01;M3533;006;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı predpätı betón;36;60;263;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.5025514430;48.4297527880;385.298999
cesta III. triedy;050103;M167.01;M167;007;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;48;73;344;odhadom;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4940957830;48.4274370090;426.625000
cesta III. triedy;050103;M646.01;M646;009;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı predpätı betón;22;47;343;odhadom;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4441412940;48.4152596340;562.279250
cesta III. triedy;050103;M436.01;M436;010;Ve¾mi dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı predpätı betón;35;54;172;odhadom;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4197654700;48.3836541810;349.089250
cesta III. triedy;050103;M5682.01;M5682;011;Uspokojivı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;oce¾ -  plnostenná;24;37;245;odhadom;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4181452810;48.3807554050;334.104250
cesta III. triedy;050103;M2456.01;M2456;012;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 14 Ve¾kı Krtíš;Banskobystrickı samosprávny kraj;dosková;oce¾obetón;22;40;168;projektovaná;Vodnı tok;Banskobystrickı kraj;Ve¾kı Krtíš;Banskobystrická regionálna správa ciest, a.s., závod 14 Ve¾kı Krtíš;19.4150329740;48.3678876210;305.547500
cesta III. triedy;050103;M456.01;M456;013;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 14 Ve¾kı Krtíš;Banskobystrickı samosprávny kraj;trámová;prefabrikovanı predpätı betón;30;66;150;projektovaná;Vodnı tok;Banskobystrickı kraj;Ve¾kı Krtíš;Banskobystrická regionálna správa ciest, a.s., závod 14 Ve¾kı Krtíš;19.4098898470;48.3566540760;279.216249
cesta III. triedy;050103;M1427.01;M1427;014;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 14 Ve¾kı Krtíš;Banskobystrickı samosprávny kraj;dosková;oce¾obetón;22;40;168;projektovaná;Vodnı tok;Banskobystrickı kraj;Ve¾kı Krtíš;Banskobystrická regionálna správa ciest, a.s., závod 14 Ve¾kı Krtíš;19.4068374080;48.3551972220;284.266499
cesta III. triedy;050104;M7726.01;M7726;001;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı elezobetón;37;64;303;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.5382262590;48.4484408340;267.553499
cesta III. triedy;050104;M173.01;M173;002;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;33;41;260;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.5510403790;48.4298942270;268.270999
cesta III. triedy;050107;M7704.01;M7704;001;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;trámová;prefabrikovanı predpätı betón;24;42;98;projektovaná;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4171099120;48.3869880820;339.822000
cesta III. triedy;050107;M3947.01;M3947;002;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı elezobetón;30;52;256;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4119605580;48.3940745870;352.903000
cesta III. triedy;050107;M5975.01;M5975;003;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı elezobetón;29;52;420;projektovaná;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4124028830;48.4032380740;372.812500
cesta III. triedy;050107;M4171.01;M4171;004;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı elezobetón;30;54;420;projektovaná;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.4141989120;48.4102761250;384.313500
cesta III. triedy;050108;M3447.01;M3447;001;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı predpätı betón;28;45;306;odhadom;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.5663080700;48.4748614390;271.543000
cesta III. triedy;050109;M5501.01;M5501;001;Uspokojivı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;17;31;102;pod¾a tabuliek;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.5757806480;48.4450662540;239.615500
cesta III. triedy;050111;M1728.01;M1728;001;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;trámová;prefabrikovanı predpätı betón;31;53;149;projektovaná;Vodnı tok;Banskobystrickı kraj;Luèenec;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.5999129780;48.4056667750;215.401249
cesta III. triedy;050112;M4855.01;M4855;001;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;monolitickı elezobetón;12;20;140;odhadom;Vodnı tok;Banskobystrickı kraj;Poltár;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.6525485980;48.4484357600;270.999249
cesta III. triedy;050112;M3405.01;M3405;004;Dobrı;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;Banskobystrickı samosprávny kraj;dosková;prefabrikovanı elezobetón;35;54;348;projektovaná;Vodnı tok;Banskobystrickı kraj;Poltár;Banskobystrická regionálna správa ciest, a.s., závod 12 Luèenec;19.6854139490;48.4699536440;302.310500
